식품명,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품명,식품중분류명,식품소분류명,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처명,식품중량
애호박 볶음,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,애호박 볶음,해당없음,해당없음,해당없음,100ml,64,68.5,1.1,4.95,,4.25,1.78,1.8,20,0.26,37,173,204,17,0,197,0.033,0.09,0.292,2.36,0,0,0.75,,식품의약품안전처,49.4m
어묵볶음,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,어묵볶음,해당없음,해당없음,해당없음,100ml,110,60.5,4.7,5.44,,10.49,3.19,1,26,0.34,56,121,454,55,9,554,0.014,0.025,0.323,3.55,0,7.36,0.86,,식품의약품안전처,53.3m
어묵볶음_어묵_채소,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,어묵볶음,어묵,채소,해당없음,100ml,78,29.1,3.65,3.19,,8.9,2.21,0.5,19,0.25,41,68,296,21,7,175,0.009,0.046,0.196,1.91,0,5.63,0.52,,식품의약품안전처,100ml
어묵볶음_채소,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,어묵볶음,채소,해당없음,해당없음,100ml,78,29.1,3.7,3.19,,8.88,2.21,0.5,19,0.25,41,68,298,21,7,175,0.009,0.045,0.195,1.91,0,5.63,0.52,,식품의약품안전처,100ml
오징어볶음,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,오징어볶음,해당없음,해당없음,해당없음,100ml,81,49.9,7.9,1.92,,8.08,2.58,0.9,12,0.22,117,206,231,28,0,340,0.05,0.054,0.182,1.89,2.28,87.1,0.35,,식품의약품안전처,130ml
오징어볶음_채소,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,오징어볶음,채소,해당없음,해당없음,100ml,81,49.9,7.84,1.92,,8.08,2.62,0.9,12,0.23,116,205,231,28,0,340,0.049,0.054,0.216,1.89,2.27,87.95,0.35,,식품의약품안전처,130ml
오징어채볶음,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,오징어채볶음,해당없음,해당없음,해당없음,100ml,163,13.8,16.1,6.75,,10.13,3.57,0.5,20,0.92,170,195,477,20,0,242,0.057,0.081,0.457,0.59,4.95,90.8,1.03,,식품의약품안전처,70ml
유산슬,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,유산슬,해당없음,해당없음,해당없음,100ml,62,45.6,6.8,2.23,,3.52,0.57,0.6,12,0.68,104,193,72,36,2,406,0.026,0.06,0.428,3.88,1.33,63.78,0.39,,식품의약품안전처,136.3
돼지고기볶음_돼지고기_버섯,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,돼지고기볶음,돼지고기,버섯,해당없음,100ml,121,62.8,11.58,5.1,,7.51,3.51,1,10,0.6,116,264,269,32,2,355,0.316,0.138,3.1,2.43,0.35,31.68,1.66,,식품의약품안전처,110ml
돼지고기볶음_돼지고기_오징어,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,돼지고기볶음,돼지고기,오징어,해당없음,100ml,145,60.4,11.22,7.96,,7.13,3.36,0.9,13,0.45,139,268,280,39,4,422,0.244,0.139,1.358,1.94,1.55,74.2,2.88,,식품의약품안전처,110ml
돼지고기볶음_돼지고기_채소,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,돼지고기볶음,돼지고기,채소,해당없음,100ml,117,57,11.47,5.04,,6.51,3.07,0.8,11,0.54,115,251,212,36,3,400,0.312,0.145,2.527,1.81,0.3,32.74,1.71,,식품의약품안전처,110ml
돼지고기볶음_짜장,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,돼지고기볶음,짜장,해당없음,해당없음,100ml,203,84.1,13.6,8.96,,16.3,6.85,1.8,16,0.55,148,335,485,62,2,725,0.343,0.249,1.911,2.32,0.13,27.23,1.83,,식품의약품안전처,79.9m
돼지고기볶음_케찹,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,돼지고기볶음,케찹,해당없음,해당없음,100ml,166,90.7,19.6,6.06,,7.18,4.61,1.3,11,0.47,190,405,233,8,1,90,0.228,0.172,1.569,4.44,0,42.35,1.53,,식품의약품안전처,55ml
두부김치,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,두부김치,해당없음,해당없음,해당없음,100ml,108,89.8,7.8,6.07,,5.11,1.03,3.7,72,1.34,138,226,505,10,0,126,0.044,0.191,0.347,1.29,0,0,0.91,,식품의약품안전처,91.8m
떡볶이_간장,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,떡볶이,간장,해당없음,해당없음,100ml,168,53.1,4.81,2.93,,30.93,1.99,1,13,0.5,55,111,358,23,2,261,0.024,0.125,0.623,1.11,0.01,8.27,0.73,,식품의약품안전처,80ml
떡볶이_고추장_어묵,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,떡볶이,고추장,어묵,해당없음,100ml,154,71.8,3.65,1.46,,32.47,4.59,1.3,19,0.3,44,118,406,39,3,432,0.055,0.062,0.38,1.83,0,2.39,0.29,,식품의약품안전처,100ml
떡볶이_소고기,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,떡볶이,소고기,해당없음,해당없음,100ml,157,48.2,4.1,4.46,,25.28,4.3,1.1,18,0.41,49,112,316,39,4,425,0.035,0.095,0.359,2.07,0,7.63,1.26,,식품의약품안전처,114.5
떡볶이_모듬,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,떡볶이,모듬,해당없음,해당없음,100ml,125,38.4,3.2,1.63,,24.89,3.73,1,18,0.28,41,88,332,39,8,372,0.044,0.05,0.205,1.33,0.06,11.7,0.42,,식품의약품안전처,70ml
마늘쫑볶음,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,마늘쫑볶음,해당없음,해당없음,해당없음,100ml,52,33,1.3,2.92,,5.83,1.94,1.8,23,0.29,28,104,212,13,0,151,0.008,0.111,0.315,15.79,0,0,0.44,,식품의약품안전처,70.5m
마늘쫑볶음_간장,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,마늘쫑볶음,간장,해당없음,해당없음,100ml,89,42.3,3,5.21,,8.18,3.17,2.2,154,0.82,67,143,546,16,0,194,0.014,0.104,0.623,19.63,0.01,11.25,0.79,,식품의약품안전처,100ml
마늘쫑볶음_건새우,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,마늘쫑볶음,건새우,해당없음,해당없음,100ml,64,21.9,3.16,2.97,,6.55,2.6,1.1,193,0.86,68,93,285,9,0,108,0.014,0.066,0.562,9.74,0.01,15.76,0.5,,식품의약품안전처,60ml
마늘쫑볶음_잔멸치,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,마늘쫑볶음,잔멸치,해당없음,해당없음,100ml,61,35.2,3.5,3.16,,5.85,1.94,1.8,55,0.34,71,130,351,13,0,151,0.009,0.117,0.455,15.82,0.9,5.93,0.51,,식품의약품안전처,70.5m
마늘쫑볶음_건어물,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,마늘쫑볶음,건어물,해당없음,해당없음,100ml,71,26.4,7.4,2.16,,6.25,2.25,1.3,322,1.46,156,156,428,11,0,134,0.021,0.059,0.928,11.68,0.49,33.15,0.36,,식품의약품안전처,50ml
마파두부,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,마파두부,해당없음,해당없음,해당없음,100ml,146,58.9,8.8,8.86,,7.67,2.01,2.9,39,1.13,131,228,172,38,0,449,0.153,0.188,0.816,1.72,0.03,7.2,1.46,,식품의약품안전처,98.6m
멸치볶음,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,멸치볶음,해당없음,해당없음,해당없음,100ml,114,11.2,14.9,3.41,,5.15,1.71,0.2,718,3.56,546,250,769,6,0,77,0.052,0.079,0.741,0.06,1.14,147.45,0.74,,식품의약품안전처,80ml
멸치볶음_견과류,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,멸치볶음,견과류,해당없음,해당없음,100ml,172,9.6,13,10.41,,7.45,2.31,1.1,477,2.71,413,243,530,0,0,6,0.054,0.13,1.172,0.36,0.83,112.77,1.41,,식품의약품안전처,15ml
감자볶음_잔멸치,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,감자볶음,잔멸치,해당없음,해당없음,100ml,153,82.5,6.7,6.57,,16.65,2.03,2.5,75,0.75,122,454,547,0,0,6,0.061,0.155,0.638,9.44,1.7,42.96,1.05,,식품의약품안전처,50.5m
감자볶음_채소,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,감자볶음,채소,해당없음,해당없음,100ml,81,61.2,1.5,3.82,,10.46,1.12,1.9,12,0.42,28,267,192,26,0,307,0.041,0.038,0.269,6.94,0,0,0.56,,식품의약품안전처,70ml
감자볶음_양파,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,감자볶음,양파,해당없음,해당없음,100ml,114,79.6,1.7,6.39,,12.58,1.21,2.4,12,0.48,31,336,354,0,0,0,0.052,0.028,0.26,8.96,0,0,0.96,,식품의약품안전처,47.6m
감자볶음_햄,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,감자볶음,햄,해당없음,해당없음,100ml,160,86.5,5.1,9.68,,13.33,0.95,2.5,18,0.69,77,420,369,43,1,501,0.153,0.157,0.945,16.25,0,7.44,2.04,,식품의약품안전처,56.6m
감자볶음_햄_채소,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,감자볶음,햄,채소,해당없음,100ml,47,36.9,2.6,1.75,,5.29,0.44,0.9,6,0.24,38,160,162,8,0,96,0.06,0.027,0.593,6.14,0.01,4.92,0.36,,식품의약품안전처,180ml
건새우볶음,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,건새우볶음,해당없음,해당없음,해당없음,100ml,154,9.2,15.6,5.64,,9.52,2.44,0.3,1116,4.37,324,215,1122,12,0,140,0.065,0.062,2.4,0.16,0.08,98.84,0.9,,식품의약품안전처,37.6m
고추장볶음,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,고추장볶음,해당없음,해당없음,해당없음,100ml,235,83,8.96,4.85,,43.37,19.22,3.7,25,1.39,107,418,1562,182,1,2169,0.387,0.25,1.779,1.01,0.01,17.21,1.38,,식품의약품안전처,20ml
김치볶음,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,김치볶음,해당없음,해당없음,해당없음,100ml,38,50.6,1.2,1.74,,4.34,2.23,2.4,30,0.33,32,203,336,17,0,201,0.03,0.067,0.321,2.1,0,0,0.23,,식품의약품안전처,80ml
김치볶음_돼지고기,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,김치볶음,돼지고기,해당없음,해당없음,100ml,167,117.9,8.8,10.42,,8.74,4.76,4.5,58,0.71,123,478,592,30,1,353,0.235,0.175,1.474,4.45,0.07,15.19,1.83,,식품의약품안전처,35.8m
김치볶음_참치,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,김치볶음,참치,해당없음,해당없음,100ml,239,125.2,16.9,16.18,,6.21,3.37,3.3,44,1.03,178,447,512,23,3,250,0.054,0.129,8.199,3.91,4.3,29.3,1.92,,식품의약품안전처,30.2m
낙지볶음,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,낙지볶음,해당없음,해당없음,해당없음,100ml,136,110.1,12.6,4.79,,11.29,7.04,2.5,43,1.36,146,364,977,33,0,396,0.087,0.104,0.499,12.05,0,14.22,0.71,,식품의약품안전처,80.5m
낙지볶음_채소,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,낙지볶음,채소,해당없음,해당없음,100ml,67,55.4,5.42,1.59,,8.11,2.6,0.8,15,0.36,76,182,265,27,0,318,0.047,0.071,0.779,1.93,0,35.16,0.29,,식품의약품안전처,140ml
느타리버섯볶음,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,느타리버섯볶음,해당없음,해당없음,해당없음,100ml,56,50,1.4,4.8,,3.18,0.97,1.4,5,0.41,49,134,198,1,0,8,0.061,0.094,2.085,0.86,0,0,0.71,,식품의약품안전처,75.4m
느타리버섯볶음_느타리버섯_채소,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,느타리버섯볶음,느타리버섯,채소,해당없음,100ml,46,64.3,1.91,3.1,,4.52,1.37,2.2,13,0.57,67,184,163,22,0,264,0.076,0.114,2.457,4.12,0,0,0.42,,식품의약품안전처,50ml
닭볶음(닭갈비),음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,닭볶음(닭갈비),해당없음,해당없음,해당없음,100ml,133,62.1,10.9,3.74,,13.79,3.88,1.3,17,0.63,90,252,290,54,18,431,0.132,0.141,2.035,2.57,0,33.57,0.91,,식품의약품안전처,120ml
닭볶음(닭갈비)_매운양념,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,닭볶음(닭갈비),매운양념,해당없음,해당없음,100ml,132,62.2,10.95,3.74,,13.78,3.93,1.3,17,0.63,90,251,287,54,18,431,0.131,0.141,2.034,2.59,0,33.57,0.9,,식품의약품안전처,120ml
돼지고기볶음_김치,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,돼지고기볶음,김치,해당없음,해당없음,100ml,95,54.5,7.3,5.18,,4.25,2.02,1.5,19,0.44,80,233,234,23,2,249,0.206,0.096,1.721,1.72,0.22,20.97,1.72,,식품의약품안전처,130ml
돼지고기볶음_돼지고기_배추김치,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,돼지고기볶음,돼지고기,배추김치,해당없음,100ml,91,55.2,7.21,5.07,,3.98,1.91,1.4,20,0.48,79,210,239,22,2,239,0.203,0.101,1.622,2.19,0.21,20.96,1.7,,식품의약품안전처,130ml
애호박전,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,애호박전,해당없음,해당없음,해당없음,100ml,142,69,3.6,8.65,,11.87,1.59,1.6,21,0.49,64,168,183,33,18,179,0.049,0.118,0.267,2.87,0.15,43.89,1.56,,식품의약품안전처,50ml
완자전,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,완자전,해당없음,해당없음,해당없음,100ml,320,65.7,11,23.11,,15.75,0.52,4.1,68,2.27,161,267,162,40,40,1,0.307,0.158,0.715,0.01,0.26,96.6,4.97,,식품의약품안전처,39.69
채소전,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,채소전,해당없음,해당없음,해당없음,100ml,204,39.8,4.7,8.58,,25.38,0.86,1.6,14,0.51,53,132,247,28,11,199,0.067,0.055,0.241,2.84,0.09,27.51,1.42,,식품의약품안전처,132.4
파전_해물,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,파전,해물,해당없음,해당없음,100ml,195,58.6,10.67,7.77,,18.92,1.24,1.1,30,1.71,155,191,267,30,9,250,0.061,0.188,0.646,4.07,1.65,92.27,1.38,,식품의약품안전처,60ml
햄부침,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,햄부침,해당없음,해당없음,해당없음,100ml,160,45.6,12.2,8.09,,8.23,0.71,0.2,14,0.54,158,156,357,24,24,0,0.244,0.137,2.32,12.36,0.32,80.77,1.82,,식품의약품안전처,56.9m
햄전,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,햄전,해당없음,해당없음,해당없음,100ml,200,42.2,10.2,13.66,,8.23,0.78,0.2,21,0.68,128,181,300,24,24,0,0.277,0.136,1.263,17.47,0.18,71.53,3.71,,식품의약품안전처,56.9m
호박전,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,호박전,해당없음,해당없음,해당없음,100ml,142,68.8,3.53,8.53,,12.25,1.61,1.6,21,0.48,66,169,182,35,20,179,0.05,0.139,0.277,2.87,0.26,47.58,1.55,,식품의약품안전처,50ml
소고기 완자전,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,소고기 완자전,해당없음,해당없음,해당없음,100ml,314,73,14.1,22.92,,10.06,0.19,1.4,38,2.07,163,218,483,30,29,19,0.052,0.287,1.012,0.76,0.13,79.07,7.12,,식품의약품안전처,46.2m
애호박부침개,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,애호박부침개,해당없음,해당없음,해당없음,100ml,159,58.5,4.6,6.56,,19.42,1.2,1.6,19,0.54,65,153,429,31,20,130,0.064,0.113,0.27,1.53,0.27,48.65,1.22,,식품의약품안전처,53.4m
어묵전,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,어묵전,해당없음,해당없음,해당없음,100ml,214,47.6,9.9,8.96,,22.1,1.79,0.6,37,0.78,105,99,710,37,36,14,0.038,0.08,0.24,0.03,0.21,70.29,1.69,,식품의약품안전처,70.7m
연근전,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,연근전,해당없음,해당없음,해당없음,100ml,82,29.9,1.9,3.52,,10.21,0.57,1.2,12,0.4,38,163,14,7,7,0,0.041,0.058,0.07,8.82,0.06,16.93,0.6,,식품의약품안전처,108.4
오믈렛,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,오믈렛,해당없음,해당없음,해당없음,100ml,171,81.3,13.6,11.19,,2.46,0.97,0.2,45,1.71,185,167,651,79,79,2,0.082,0.242,0.928,9.52,0.76,230.09,3.02,,식품의약품안전처,50.5m
옥수수부침,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,옥수수부침,해당없음,해당없음,해당없음,100ml,184,74.1,3.6,6.99,,25.89,2.82,2.1,34,0.46,55,235,123,34,0,403,0.049,0.058,0.664,6.4,0,1.07,1.06,,식품의약품안전처,62.4m
참치 완자전,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,참치 완자전,해당없음,해당없음,해당없음,100ml,220,96.5,18.8,8.84,,14.84,1.73,1.9,30,4.84,141,395,962,67,19,574,0.066,0.117,5.995,4.69,3.84,68.45,1.37,,식품의약품안전처,57.8m
해물 완자전,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,해물 완자전,해당없음,해당없음,해당없음,100ml,236,76.9,15.4,9.39,,20.69,2.33,1.5,34,1.22,182,250,175,61,18,506,0.058,0.097,2.727,7.68,2.19,116.94,1.56,,식품의약품안전처,54.7m
해물 채소전,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,해물 채소전,해당없음,해당없음,해당없음,100ml,195,58.6,10.7,7.77,,18.92,1.24,1.1,30,1.71,155,190,267,30,9,250,0.06,0.188,0.646,4.08,1.65,92.27,1.34,,식품의약품안전처,60ml
감자볶음,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,감자볶음,해당없음,해당없음,해당없음,100ml,52,50.1,1.2,1.31,,8.96,0.19,1.6,7,0.35,21,244,159,0,0,1,0.036,0.02,0.188,6.23,0,0,0.21,,식품의약품안전처,95ml
감자볶음_감자_베이컨,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,감자볶음,감자,베이컨,해당없음,100ml,50,33.4,1.72,2.45,,5.37,0.33,0.9,6,0.23,28,147,143,6,0,71,0.035,0.022,0.378,7.64,0.04,3.78,0.6,,식품의약품안전처,130ml
감자전,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,감자전,해당없음,해당없음,해당없음,100ml,41,24,0.8,1.42,,6.2,0.11,0.9,3,0.18,12,116,1,7,0,79,0.021,0.009,0.117,3.05,0,0,0.22,,식품의약품안전처,216.3
김치전,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,김치전,해당없음,해당없음,해당없음,100ml,164,56.1,5.1,7.4,,18.09,2.15,2.3,43,0.53,76,218,383,30,6,288,0.081,0.144,0.57,2.51,0.22,18.28,1.41,,식품의약품안전처,40ml
김치전_해물,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,김치전,해물,해당없음,해당없음,100ml,96,39.4,4.32,3.5,,10.88,1.01,1.3,24,0.6,67,126,243,16,4,141,0.043,0.104,0.277,2.11,0.61,33.38,0.57,,식품의약품안전처,120ml
깻잎전,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,깻잎전,해당없음,해당없음,해당없음,100ml,71,18.7,3.9,3.3,,5.87,0.02,0.6,27,0.55,41,74,280,56,10,551,0.047,0.09,0.233,0.27,0.13,29.51,0.71,,식품의약품안전처,146.1
녹두빈대떡,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,녹두빈대떡,해당없음,해당없음,해당없음,100ml,176,24.7,9.4,5.68,,21.43,0.31,7.5,38,1.45,161,515,108,12,1,130,0.108,0.145,0.839,3.32,0.04,4.58,1.16,,식품의약품안전처,210ml
달걀말이,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,달걀말이,해당없음,해당없음,해당없음,100ml,169,72,10.6,12.78,,1.31,0.58,0.3,41,1.61,144,131,661,127,98,349,0.061,0.269,0.089,0.33,0.85,246.59,2.99,,식품의약품안전처,49.2m
달걀말이_채소,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,달걀말이,채소,해당없음,해당없음,100ml,181,87.4,11.53,12.41,,4.35,1.06,0.5,54,1.76,181,175,329,162,123,470,0.079,0.44,0.239,1.93,1.63,297.74,3.24,,식품의약품안전처,50ml
달걀말이_햄_김,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,달걀말이,햄,김,해당없음,100ml,193,70.3,12.6,13.3,,4.97,0.52,0.9,51,1.86,192,220,621,144,103,498,0.103,0.441,0.843,5.65,1.46,254.69,3.38,,식품의약품안전처,45.2m
